   timestamp          x          y         theta        diff_angle
1575235371.179794 1.0325491 26.3507366 2.5272071 0.0983331
1575235371.413134 1.0668525 26.6249886 2.6818807 0.1546736
1575235371.613133 1.0922713 26.8673992 2.9552968 0.2734160
1575235371.746385 1.1095045 27.0256901 3.0151572 0.0598605
1575235371.946511 1.1419683 27.2680702 3.2369318 0.2217746
1575235372.079762 1.1575223 27.4305630 3.3959506 0.1590188
1575235372.279764 1.1775316 27.6782341 3.3348999 0.0610507
1575235372.413136 1.1822793 27.8373299 3.1577482 0.1771517
1575235372.513136 1.1842228 27.9587727 2.9372854 0.2204628
1575235372.646536 1.1867335 28.1171780 2.6922822 0.2450032
1575235372.879908 1.1899562 28.3977261 2.1932609 0.4990213
1575235373.113165 1.1897901 28.6715851 1.6617671 0.5314938
1575235373.246512 1.1872172 28.8296337 1.3807300 0.2810371
1575235373.346513 1.1861379 28.9461403 1.1522028 0.2285272
1575235373.479887 1.1828202 29.1004181 0.8450643 0.3071386
1575235373.579887 1.1782899 29.2209911 0.6729934 0.1720709
1575235373.713266 1.1779158 29.3749275 0.3634991 0.3094943
1575235373.946514 1.1692054 29.6475391 -0.1115630 0.2519360
1575235374.079894 1.1612810 29.8046856 -0.3777376 0.2661745
1575235374.313265 1.1535962 30.0736008 -0.9045840 0.5268464
1575235374.579889 1.1411296 30.3914204 -1.3677132 0.4631292
1575235374.679924 1.1329544 30.5101624 -1.5423452 0.1746320
1575235374.946665 1.1208493 30.8252525 -1.9598695 0.4175243
1575235375.046642 1.1174731 30.9416504 -2.1212454 0.1613759
1575235375.280042 1.1089258 31.2094707 -2.3846872 0.2634418
1575235375.413294 1.0969652 31.3665543 -2.4167957 0.0321085
1575235375.646642 1.0930808 31.6229229 -2.6177347 0.2009389
1575235375.880016 1.0794984 31.8901443 -2.8376162 0.2198815
1575235375.980016 1.0732324 32.0045509 -2.9179871 0.0803709
1575235376.113393 1.0628217 32.1591377 -2.9753900 0.0574028
1575235376.313393 1.0508571 32.3952522 -3.1595876 0.1841977
1575235376.446670 1.0426244 32.5474319 -3.3120329 0.1524453
1575235376.580026 1.0320547 32.7014427 -3.3939455 0.0819125
1575235376.680051 1.0251114 32.8182755 -3.4824929 0.0885475
1575235376.846768 1.0146594 32.9931107 -3.6478081 0.1653152
1575235376.946770 1.0079179 33.1084557 -3.7387726 0.0909646
1575235377.080044 0.9984515 33.2603531 -3.8547571 0.1159844
1575235377.213432 0.9891007 33.4098663 -4.0065069 0.1517498
1575235377.480022 0.9744473 33.7065659 -4.0770206 0.0705137
1575235377.613427 0.9654374 33.8586235 -4.0574222 0.0195985
1575235377.880169 0.9557552 34.1616859 -4.0185814 0.0388408
1575235377.980169 0.9477003 34.2792320 -4.0428605 0.0242791
1575235378.113396 0.9421394 34.4289703 -4.0846400 0.0417795
1575235378.213395 0.9376154 34.5392876 -4.0766387 0.0080013
1575235378.480152 0.9265511 34.8343735 -4.0744228 0.0022159
1575235378.580171 0.9188092 34.9481087 -4.1060295 0.0316067
1575235378.746772 0.9157963 35.1326065 -4.1010623 0.0049672
1575235378.913522 0.9070427 35.3221512 -4.0621114 0.0389509
1575235379.080146 0.9019406 35.5073738 -4.0642023 0.0020909
1575235379.246805 0.8971992 35.6925888 -3.9743059 0.0898964
1575235379.580169 0.8910003 36.0636292 -3.7352943 0.2390115
1575235379.780152 0.8827567 36.2893143 -3.6593404 0.0759540
1575235379.946899 0.8790395 36.4847527 -3.5562859 0.1030545
1575235380.113523 0.8720658 36.6762428 -3.4376359 0.1186500
1575235380.280272 0.8716300 36.8611145 -3.3906357 0.0470002
1575235380.446905 0.8684952 37.0537186 -3.2762532 0.1143825
1575235380.580275 0.8653209 37.2080917 -3.1620681 0.1141851
1575235380.746932 0.8660140 37.3919373 -3.0545235 0.1075447
1575235380.946901 0.8634182 37.6096992 -2.8839366 0.1705868
1575235381.080277 0.8615582 37.7618217 -2.6880376 0.1958990
1575235381.246904 0.8567940 37.9530830 -2.6472845 0.0407531
1575235381.413673 0.8556392 38.1418648 -2.4371557 0.2101288
1575235381.580276 0.8585404 38.3285255 -2.3093448 0.1278110
1575235381.746902 0.8582720 38.5167122 -2.1727426 0.1366022
1575235381.913657 0.8551669 38.7075500 -1.9315286 0.2412140
1575235382.213653 0.8619860 39.0415573 -1.7334008 0.1981277
1575235382.380279 0.8615791 39.2271423 -1.5809761 0.1524247
1575235382.547051 0.8619046 39.4136772 -1.4177558 0.1632203
1575235382.813678 0.8632020 39.7023163 -1.1505845 0.2671714
1575235382.947028 0.8587070 39.8570938 -1.0500801 0.1005044
1575235383.047029 0.8625488 39.9703331 -1.0166126 0.0334674
1575235383.313653 0.8622432 40.2727966 -0.6951748 0.3214379
1575235383.447033 0.8660119 40.4230042 -0.5901210 0.1050537
1575235383.580407 0.8680054 40.5742416 -0.4493593 0.1407618
1575235383.680405 0.8686538 40.6843185 -0.3877909 0.0615683
1575235383.947064 0.8674507 40.9748535 -0.2414062 0.1463847
1575235384.047029 0.8641347 41.0827332 -0.1870378 0.0543684
1575235384.280406 0.8560198 41.3347740 0.0253647 0.1616731
1575235384.413783 0.8555017 41.4736938 0.0298506 0.0044859
1575235384.647157 0.8498012 41.7040367 0.2060728 0.1762222
1575235384.780406 0.8470754 41.8212547 0.2548013 0.0487285
1575235384.880406 0.8468996 41.9241791 0.2996885 0.0448872
1575235385.080547 0.8325462 42.3217926 0.6453243 0.3456357
1575235385.213783 0.8320417 42.4347267 0.7171580 0.0718337
1575235385.413785 0.8329658 42.6400681 0.8208012 0.1036432
1575235385.547158 0.8318845 42.7773285 0.9042295 0.0834283
1575235385.747159 0.8423191 42.9885941 1.0277756 0.1235461
1575235385.847159 0.8402733 43.0968628 1.1493193 0.1215436
1575235386.013908 0.8438575 43.2724113 1.2486969 0.0993776
1575235386.213909 0.8503488 43.4902534 1.2766954 0.0279984
1575235386.347160 0.8557545 43.6308517 1.2731748 0.0035206
1575235386.480536 0.8581764 43.7765388 1.2845812 0.0114064
1575235386.580538 0.8630598 43.8841553 1.2739071 0.0106741
1575235386.713912 0.8694906 44.0298080 1.2427078 0.0311992
1575235386.847292 0.8734658 44.1800728 1.2679369 0.0252291
1575235386.947284 0.8752647 44.2822609 1.2646458 0.0032911
1575235387.180538 0.8885926 44.5372772 1.1770988 0.0875471
1575235387.313914 0.8968310 44.6762085 1.1504586 0.0266402
1575235387.447290 0.8982199 44.8205605 1.1393644 0.0110942
1575235387.580667 0.9048403 44.9644279 1.0651804 0.0741839
1575235387.813919 0.9205632 45.2102470 0.9953448 0.0698357
1575235387.947292 0.9237243 45.3526344 1.0227467 0.0274019
1575235388.080666 0.9334150 45.4880257 0.9729789 0.0497678
1575235388.314039 0.9453135 45.7309914 0.9950612 0.0220823
1575235388.547289 0.9602616 45.9761925 0.8757608 0.1193004
1575235388.780692 0.9716618 46.2261276 0.8472555 0.0285053
1575235389.014065 0.9815160 46.4635429 0.8342725 0.0129830
1575235389.214045 0.9919679 46.6666832 0.7948640 0.0394085
1575235389.447425 1.0046282 46.8876648 0.7040613 0.0908027
1575235389.680668 1.0153739 47.1281548 0.6056805 0.0983808
1575235389.814044 1.0200737 47.2548180 0.5559318 0.0497487
1575235390.047420 1.0284339 47.4818306 0.5210385 0.0348933
1575235390.280798 1.0373919 47.7191772 0.4635824 0.0574562
1575235390.514043 1.0462095 47.9505539 0.4439039 0.0196785
1575235390.747416 1.0540831 48.1866150 0.4205462 0.0233577
1575235390.980808 1.0611491 48.4238892 0.4382619 0.0177157
1575235391.214175 1.0686669 48.6600266 0.5483701 0.1101083
1575235391.447430 1.0791616 48.9011688 0.4015935 0.1467766
1575235391.580800 1.0792675 49.0306549 0.3124804 0.0891131
1575235391.780798 1.0763266 49.2325630 0.1661422 0.1463382
1575235391.947545 1.0798335 49.3884468 -0.0081203 0.1580219
1575235392.180815 1.0749794 49.6194382 -0.1062231 0.0981028
1575235392.314176 1.0697668 49.7525139 -0.1905370 0.0843139
1575235392.514196 1.0699896 49.9570770 -0.4073696 0.2168326
1575235392.647548 1.0664637 50.0997391 -0.6415880 0.2342184
1575235392.847549 1.0534199 50.3002052 -0.9776514 0.3360634
1575235392.980923 1.0478996 50.4418640 -1.2593393 0.2816879
1575235393.114178 1.0335397 50.5759811 -1.3967195 0.1373801
1575235393.314302 1.0190492 50.7941742 -1.7355992 0.3388797
1575235393.580953 0.9996204 51.0677071 -2.2841187 0.5485195
1575235393.814301 0.9733281 51.3119965 -2.6809177 0.3967991
1575235393.914301 0.9663212 51.4179306 -2.8168449 0.1359272
1575235394.014312 0.9565876 51.5239525 -2.9419641 0.1251192
1575235394.147671 0.9481275 51.6734924 -3.0786092 0.1366451
1575235394.380926 0.9163840 51.9250870 -3.5192990 0.4406898
1575235394.614323 0.8757491 52.1764183 -4.4115949 0.8922958
1575235394.714303 0.8500490 52.2868347 -4.8335905 0.4219956
1575235394.847688 0.8124814 52.4263954 -5.5919805 0.7583899
1575235394.947690 0.7843080 52.5290070 -6.1226902 0.5307097
1575235395.181065 0.7200050 52.7661743 -7.2469378 1.1242476
1575235395.281083 0.6861281 52.8775139 -7.8730493 0.6261115
1575235395.481049 0.6161299 53.0815887 -9.0445795 1.1715302
1575235395.614307 0.5665531 53.2107086 -9.9735279 0.9289484
1575235395.814443 0.4828835 53.4078178 -11.4962683 1.5227404
1575235395.947689 0.4422112 53.5254669 -12.7564640 1.2601957
1575235396.147690 0.3688126 53.6753349 -14.7952547 2.0387907
1575235396.381056 0.2061386 53.9268875 -17.0908527 2.2955980
1575235396.581071 0.0729370 54.1022148 -19.1167717 2.0259190
1575235396.714452 0.0423431 54.2332840 -20.9166908 1.7999191
1575235396.981056 -0.1868591 54.4088821 -22.8420677 1.9253769
1575235397.081062 -0.2560883 54.4861832 -23.8244724 0.9824047
1575235397.247809 -0.3643951 54.5966797 -25.3039017 1.4794292
1575235397.381204 -0.4641514 54.6897812 -26.5278549 1.2239532
1575235397.514443 -0.5604362 54.7787857 -27.7662201 1.2383652
1575235397.647808 -0.6590767 54.8594894 -28.9620171 1.1957970
1575235397.747807 -0.7308846 54.9160385 -29.9041004 0.9420834
1575235397.981195 -0.9014435 55.0363693 -32.0237389 2.1196384
1575235398.214560 -1.0719242 55.1493378 -34.3456993 2.3219604
1575235398.347808 -1.1714077 55.2108002 -35.4637566 1.1180573
1575235398.547815 -1.3199635 55.2960968 -37.3636360 1.8998795
1575235398.681182 -1.4222279 55.3539810 -38.5238571 1.1602211
1575235398.914570 -1.5841465 55.4502487 -40.6732407 2.1493835
1575235399.147930 -1.7614708 55.5272255 -42.6560326 1.9827919
1575235399.381188 -1.9266796 55.6022797 -44.5984344 1.9424019
1575235399.581187 -2.0648518 55.6604691 -46.2216988 1.6232643
1575235399.847933 -2.2458210 55.7277222 -48.1989441 1.9772453
1575235400.114563 -2.4165039 55.7852173 -50.1995773 2.0006332
1575235400.347938 -2.5609875 55.8242035 -51.8774109 1.6778336
1575235400.614689 -2.7200966 55.8651237 -53.7342644 1.8568535
1575235400.881311 -2.8729992 55.9009438 -55.6093063 1.8750420
1575235401.114720 -3.0024261 55.9227219 -57.1757812 1.5664749
1575235401.381314 -3.1467228 55.9447861 -58.8170395 1.6412582
1575235401.748067 -3.3568001 55.9739075 -61.1082230 2.2911835
1575235402.014702 -3.5659904 55.9907761 -63.4852448 2.3770218
1575235402.148062 -3.6879215 55.9995155 -64.8269119 1.3416672
1575235402.281441 -3.8149738 56.0017204 -66.2104187 1.3835068
1575235402.514698 -4.0737839 56.0080566 -69.0142975 2.8038788
1575235402.748062 -4.3331871 55.9915924 -72.1309967 3.1166992
1575235402.981453 -4.6042366 55.9569778 -75.2703857 3.1393890
1575235403.214816 -4.8808708 55.9103889 -78.3851242 3.1147385
1575235403.314817 -5.0005035 55.8889351 -79.7504654 1.3653412
1575235403.514814 -5.2312250 55.8488579 -82.1315155 2.3810501
1575235403.614819 -5.3487115 55.8274345 -83.1625443 1.0310287
1575235403.814817 -5.5719767 55.7871208 -85.2164536 2.0539093
1575235404.014817 -5.8031502 55.7333984 -87.0629272 1.8464737
1575235404.181437 -5.9867620 55.6943779 -88.7334976 1.6705704
1575235404.348208 -6.1679668 55.6478157 -90.3827820 1.6492844
1575235404.548221 -6.3905735 55.5890312 -92.2664948 1.8837128
1575235404.648193 -6.4976196 55.5514069 -93.2159576 0.9494629
1575235404.881596 -6.7440720 55.4600945 -95.5048218 2.2888641
1575235404.981584 -6.8513441 55.4179306 -96.4907150 0.9858932
1575235405.181568 -7.0754571 55.3542862 -98.0606079 1.5698929
1575235405.281569 -7.1889505 55.3161964 -98.7354584 0.6748505
1575235405.448195 -7.3704090 55.2556381 -99.6349716 0.8995132
1575235405.581566 -7.5056915 55.2203102 -100.2667007 0.6317291
1575235405.781569 -7.7238216 55.1583557 -101.1128464 0.8461456
1575235405.981571 -7.9321318 55.0985298 -102.0411758 0.9283295
1575235406.181569 -8.1474943 55.0232430 -102.9421768 0.9010010
1575235406.281570 -8.2579222 54.9877510 -103.2720108 0.3298340
1575235406.481602 -8.4738312 54.9095535 -103.9348755 0.6628647
1575235406.648320 -8.6500111 54.8505592 -104.5016861 0.5668106
1575235406.748321 -8.7548151 54.8092918 -104.8072815 0.3055954
1575235406.948321 -8.9761696 54.7392616 -105.4184647 0.6111832
1575235407.081573 -9.1276693 54.6843224 -105.6589050 0.2404404
1575235407.281712 -9.3710232 54.6170273 -106.2850342 0.6261292
1575235407.481696 -9.5941849 54.5458374 -106.6867676 0.4017334
1575235407.681720 -9.8291817 54.4607353 -107.0718994 0.3851318
1575235407.881699 -10.0625906 54.3832703 -107.4625168 0.3906174
1575235407.981697 -10.1795998 54.3473244 -107.5590439 0.0965271
1575235408.181730 -10.4232254 54.2722168 -107.6432877 0.0842438
1575235408.281721 -10.5402279 54.2374153 -107.7097244 0.0664368
1575235408.481700 -10.7804394 54.1666374 -107.8231583 0.1134338
1575235408.681698 -11.0264320 54.0938606 -107.8757935 0.0526352
1575235408.781699 -11.1423225 54.0543404 -107.8899689 0.0141754
1575235409.015071 -11.4244261 53.9688797 -108.0127945 0.1228256
1575235409.215073 -11.6790791 53.8875885 -108.0717545 0.0589600
1575235409.415077 -11.9272633 53.8092041 -108.2083588 0.1366043
1575235409.615085 -12.1772356 53.7253761 -108.4295807 0.2212219
1575235409.848448 -12.4668388 53.6206474 -108.9296646 0.5000839
1575235410.048456 -12.7102203 53.5128937 -109.6389999 0.7093353
1575235410.248451 -12.9486990 53.3900070 -110.6682968 1.0292969
1575235410.448454 -13.1754036 53.2506256 -112.0911865 1.4228897
1575235410.648453 -13.3942442 53.1007996 -113.6438370 1.5526505
1575235410.781828 -13.5335503 53.0040054 -114.7404556 1.0966187
1575235410.981826 -13.7437458 52.8413925 -116.3135452 1.5730896
1575235411.181825 -13.9463634 52.6774826 -117.9569092 1.6433640
1575235411.381827 -14.1435432 52.5063438 -119.6477432 1.6908340
1575235411.581829 -14.3275232 52.3241615 -121.6236725 1.9759293
1575235411.781828 -14.5006180 52.1283569 -123.5916367 1.9679642
1575235411.981830 -14.6728945 51.9403572 -125.5268326 1.9351959
1575235412.115201 -14.7814026 51.8044281 -126.7855606 1.2587280
1575235412.315230 -14.9485283 51.5938339 -128.7056274 1.9200668
1575235412.415202 -15.0282269 51.4911461 -129.6331635 0.9275360
1575235412.615220 -15.1770191 51.2737808 -131.5344849 1.9013214
1575235412.815206 -15.3060818 51.0534134 -133.6836395 2.1491547
1575235413.015331 -15.4176064 50.8186874 -136.0443726 2.3607330
1575235413.248589 -15.5361767 50.5567017 -138.8022766 2.7579041
1575235413.448598 -15.6262646 50.3322830 -141.0615082 2.2592316
1575235413.648582 -15.7067146 50.1034546 -143.2959137 2.2344055
1575235413.781958 -15.7535763 49.9509583 -144.7830200 1.4871063
1575235413.948707 -15.8076363 49.7578964 -146.6144562 1.8314362
1575235414.181958 -15.8703880 49.4929581 -149.1231232 2.5086670
1575235414.348707 -15.9093971 49.2955475 -151.0448608 1.9217377
1575235414.548715 -15.9382324 49.0685272 -153.3585205 2.3136597
1575235414.748732 -15.9648714 48.8354225 -155.4863281 2.1278076
1575235414.948729 -15.9799261 48.6153183 -157.5143433 2.0280151
1575235415.048710 -15.9849443 48.5040550 -158.5071106 0.9927673
1575235415.248719 -15.9912014 48.2900734 -160.4127197 1.9056091
1575235415.448735 -15.9982309 48.0814819 -162.1603699 1.7476501
1575235415.615498 -16.0073433 47.9101982 -163.4384460 1.2780762
1575235415.815464 -16.0101242 47.7055779 -164.9827728 1.5443268
1575235416.015462 -16.0086632 47.5042191 -166.4827271 1.4999542
1575235416.215466 -16.0014610 47.2977180 -167.9926147 1.5098877
1575235416.415472 -15.9864893 47.0911331 -169.5728760 1.5802612
1575235416.582086 -15.9778357 46.9194641 -170.9115753 1.3386993
1575235416.682087 -15.9691277 46.8164902 -171.5893250 0.6777496
1575235416.882091 -15.9632187 46.6211281 -172.7399292 1.1506042
1575235417.082212 -15.9628601 46.4258270 -173.6040497 0.8641205
1575235417.282211 -15.9564066 46.2353249 -174.3620758 0.7580261
1575235417.482223 -15.9507875 46.0361099 -175.0449829 0.6829071
1575235417.682210 -15.9501562 45.8352623 -175.7232513 0.6782684
1575235417.848843 -15.9528341 45.6656570 -176.1452637 0.4220123
1575235418.048841 -15.9520044 45.4600639 -176.6738586 0.5285950
1575235418.182213 -15.9475670 45.3183975 -177.0501251 0.3762665
1575235418.348840 -15.9458561 45.1386147 -177.5548859 0.5047607
1575235418.482223 -15.9456997 44.9959946 -177.8923340 0.3374481
1575235418.648843 -15.9521103 44.8156433 -178.1417389 0.2494049
1575235418.848966 -15.9548187 44.5923882 -178.3708496 0.2291107
1575235419.049001 -15.9621792 44.3657379 -178.5548096 0.1839600
1575235419.248974 -15.9640055 44.1339493 -178.9123688 0.3575592
1575235419.448972 -15.9723234 43.9016800 -179.1684418 0.2560730
1575235419.615608 -15.9757938 43.7094383 -179.3637543 0.1953125
1575235419.815597 -15.9935322 43.4750519 -179.3130035 0.0507507
1575235420.015626 -16.0086823 43.2395592 -179.1753998 0.1376038
1575235420.182342 -16.0219707 43.0416107 -179.0203705 0.1550293
1575235420.382345 -16.0431709 42.8055725 -178.8829803 0.1373901
1575235420.582346 -16.0584812 42.5615768 -178.7343750 0.1486053
1575235420.682359 -16.0693932 42.4407768 -178.6933136 0.0410614
1575235420.815722 -16.0807419 42.2784424 -178.5166931 0.1766205
1575235420.982354 -16.0987968 42.0730362 -178.4239655 0.0927277
1575235421.082346 -16.1104317 41.9541855 -178.4007874 0.0231781
1575235421.282346 -16.1329346 41.7065125 -178.2476196 0.1531677
1575235421.482349 -16.1578922 41.4573250 -178.1502991 0.0973206
1575235421.682350 -16.1773987 41.2121162 -178.0000610 0.1502380
1575235421.915725 -16.2070122 40.9208107 -177.8630371 0.1370239
1575235422.115761 -16.2325211 40.6661911 -177.7130432 0.1499939
1575235422.315731 -16.2583313 40.4031410 -177.5059204 0.2071228
1575235422.515723 -16.2881641 40.1371002 -177.3352051 0.1707153
1575235422.715724 -16.3200893 39.8665810 -177.1552124 0.1799927
1575235422.949101 -16.3564491 39.5450668 -176.9365845 0.2186279
1575235423.082485 -16.3787327 39.3594284 -176.8698730 0.0667114
1575235423.349099 -16.4230614 38.9839401 -176.7300110 0.1398621
1575235423.515847 -16.4513206 38.7423782 -176.6084595 0.1215515
1575235423.649101 -16.4744949 38.5455780 -176.4949493 0.1135101
1575235423.915852 -16.5198460 38.1465263 -176.3489075 0.1460419
1575235424.049231 -16.5413551 37.9513359 -176.3284454 0.0204620
1575235424.182477 -16.5636692 37.7519341 -176.3167725 0.0116730
1575235424.349254 -16.5909309 37.5044937 -176.2592926 0.0574799
1575235424.482478 -16.6016026 37.2976685 -176.3758850 0.1165924
1575235424.615853 -16.6113434 37.0923653 -176.5758362 0.1999512
1575235424.749242 -16.6241379 36.8900490 -176.7910767 0.2152405
1575235424.882600 -16.6295757 36.6849442 -176.9184265 0.1273499
1575235425.049256 -16.6445675 36.4348412 -177.2227478 0.3043213
1575235425.182602 -16.6502762 36.2232170 -177.4328308 0.2100830
