   timestamp          x        y      theta
1574185925.217375 -0.3604887 27.0871601 -1.2233841
1574185925.417377 -0.3697780 27.4175568 -1.1724131
1574185925.650751 -0.3639593 27.8717041 -0.8673951
1574185925.884156 -0.3426391 28.5235729 -0.5760831
1574185926.117509 -0.3252849 28.9895573 0.0125273
1574185926.350778 -0.2859755 29.4084969 0.7717848
1574185926.584131 -0.2435324 29.7964039 1.6745751
1574185926.817541 -0.1765499 30.1637096 2.5934794
1574185927.017544 -0.1151645 30.4911919 3.5232308
1574185927.250912 -0.0377178 30.8195267 4.7112441
1574185927.484260 0.0596771 31.2223625 6.0122256
1574185927.717513 0.1656609 31.5892811 7.3972478
1574185927.917512 0.2594242 31.9050541 8.6151466
1574185928.150889 0.3750587 32.2511520 10.0134821
1574185928.384270 0.5001173 32.5987701 11.3426991
1574185928.617646 0.6215339 32.9187927 12.7159328
1574185928.850889 0.7694702 33.2672386 14.0357866
1574185929.084310 0.9367065 33.6637802 15.4569197
1574185929.317644 1.0957937 33.9975929 16.8488407
1574185929.551020 1.2612553 34.3169365 18.2897282
1574185929.751024 1.4264526 34.5951576 19.5733261
1574185929.984399 1.6105089 34.8925514 21.1018600
1574185930.217648 1.8126516 35.2061729 22.6879921
1574185930.417648 1.9935102 35.4583969 23.9196606
1574185930.651031 2.2050161 35.7457428 25.4723663
1574185930.917808 2.4400587 36.0397377 27.1577930
1574185931.151031 2.6686039 36.3235321 28.7213650
1574185931.351034 2.8745174 36.5591736 29.9575691
1574185931.617779 3.1186447 36.8183441 31.6374149
1574185931.851155 3.3720922 37.0804939 33.0933685
1574185932.117785 3.6599016 37.3722610 34.9277534
1574185932.351161 3.9363708 37.6348343 36.4505043
1574185932.584535 4.2122498 37.8793335 37.9465027
1574185932.851160 4.4943123 38.1201668 39.5824013
1574185933.084555 4.7877102 38.3663406 40.9837952
1574185933.351169 5.0819492 38.6146965 42.4659348
1574185933.584539 5.3741913 38.8638687 43.6885147
1574185933.817914 5.6690750 39.0895004 44.7700615
1574185934.084547 5.9596844 39.2951927 45.7062759
1574185934.317922 6.2828522 39.5690231 46.7354507
1574185934.551322 6.5604095 39.7788239 47.4246101
1574185934.751294 6.7998142 39.9695511 47.9990273
1574185934.984671 7.0551472 40.1618347 48.5634308
1574185935.184673 7.3019905 40.3554993 49.0986061
1574185935.417924 7.5866184 40.5600510 49.6300850
1574185935.651298 7.8389053 40.7417755 50.1234856
1574185935.918053 8.1034031 40.9453049 50.6664963
1574185936.151315 8.3636436 41.1417542 51.1350174
1574185936.384679 8.6286736 41.3237724 51.4503441
1574185936.618058 8.8990746 41.5117416 51.8353043
1574185936.851435 9.1739864 41.7137527 52.2176590
1574185937.084725 9.4658947 41.9288101 52.6197777
1574185937.318058 9.7539864 42.1256943 52.8780899
1574185937.518061 10.0030956 42.3028488 53.1788139
1574185937.751436 10.2687931 42.4840355 53.4074211
1574185938.018184 10.5629730 42.7017212 53.7243462
1574185938.218186 10.8087711 42.8738251 53.9733658
1574185938.484818 11.0643444 43.0639496 54.2688560
1574185938.751460 11.3277302 43.2674866 54.5939789
1574185938.984820 11.5688972 43.4430237 54.8374023
1574185939.184819 11.8064251 43.6036987 54.9691582
1574185939.418192 12.0576515 43.7703400 55.1182594
1574185939.651568 12.3229446 43.9437370 55.1822281
1574185939.884965 12.6027279 44.1334915 55.3289986
1574185940.118195 12.8843708 44.3202591 55.4535828
1574185940.351592 13.1494503 44.4996643 55.6340446
1574185940.651572 13.4548645 44.6900635 55.8536263
1574185940.884949 13.7390900 44.8803596 55.9729729
1574185941.118331 14.0183716 45.0663757 56.2547913
1574185941.351719 14.3010006 45.2571182 56.5631561
1574185941.584956 14.5940399 45.4547272 56.9193764
1574185941.818330 14.8926334 45.6501694 57.1686783
1574185942.051730 15.1961994 45.8301506 57.4175491
1574185942.251706 15.4373341 45.9829025 57.7380981
1574185942.485082 15.7263584 46.1476593 58.2601624
1574185942.718339 16.0177116 46.3064880 59.0012856
1574185942.951732 16.3134232 46.4570656 59.9483490
1574185943.185086 16.6263885 46.5823059 60.8509254
1574185943.385087 16.9084816 46.6870193 61.9148979
1574185943.618486 17.2187920 46.7934265 63.4216576
1574185943.818466 17.5121880 46.8727264 64.8156052
1574185944.085091 17.8619385 46.9588394 67.1190262
1574185944.285090 18.1463814 47.0060883 69.0148315
1574185944.518469 18.4504700 47.0159149 71.2864456
1574185944.718501 18.7412109 47.0341110 73.6860428
1574185944.951867 19.0716400 47.0043678 76.3108826
1574185945.151845 19.3634624 46.9706116 78.9223175
1574185945.351850 19.6696396 46.9086723 81.6219330
1574185945.585223 19.9715099 46.8288307 84.8004837
1574185945.818600 20.2692318 46.7099762 87.9008255
1574185946.018601 20.5411797 46.5924797 90.7075577
1574185946.218624 20.8066902 46.4571838 93.7102890
1574185946.451974 21.0789452 46.2857819 97.3094330
1574185946.651977 21.3248482 46.1014824 100.3838730
1574185946.885356 21.5933800 45.8720207 103.9238052
1574185947.085356 21.8018532 45.6470718 106.9894714
1574185947.285354 22.0164814 45.4156113 110.0601349
1574185947.518604 22.2264252 45.1646614 113.7206039
1574185947.718742 22.3971176 44.9139786 116.6739044
1574185947.918734 22.5563583 44.6637726 119.6220245
1574185948.118738 22.6993580 44.4171371 122.5850906
1574185948.352013 22.8336334 44.1454659 126.0656891
1574185948.552114 22.9339142 43.8892632 128.9496460
1574185948.752114 23.0370674 43.6292114 131.7195587
1574185948.985369 23.1367226 43.3407135 134.9642029
1574185949.185494 23.2186127 43.0700798 137.6915588
1574185949.418743 23.2820415 42.7940826 140.7605438
1574185949.652141 23.3517246 42.4894066 143.6967010
1574185949.885500 23.4059563 42.1598053 146.4217377
1574185950.085497 23.4542503 41.8695030 148.6921234
1574185950.318917 23.4987240 41.5489273 151.1634216
1574185950.518877 23.5377846 41.2528839 153.1924286
1574185950.718872 23.5731525 40.9592972 154.9386139
1574185950.918901 23.6161232 40.6667137 156.5988312
1574185951.185538 23.6691856 40.3272247 158.4554596
1574185951.385527 23.7342472 39.9671669 159.4479828
1574185951.585627 23.8195229 39.6441956 160.3355865
1574185951.785627 23.9106541 39.3591995 160.8956909
1574185952.018882 24.0263901 39.0494537 161.0305939
1574185952.218878 24.1472416 38.7745476 161.0602417
1574185952.419006 24.2509556 38.5121803 161.0350952
1574185952.619020 24.3548927 38.2529335 161.0441132
1574185952.852271 24.4678116 37.9586716 160.9806366
1574185953.085637 24.5870972 37.6554146 160.9193420
1574185953.285636 24.6891937 37.3742142 160.8609772
1574185953.519011 24.8002319 37.0764275 160.8431702
1574185953.719015 24.9028244 36.7870712 160.6627808
1574185953.919014 25.0119915 36.5074844 160.5821838
1574185954.152407 25.1321716 36.2038269 160.5024414
1574185954.352391 25.2485771 35.9095192 160.3681946
1574185954.552395 25.3497391 35.6093445 160.1096344
1574185954.785768 25.4730530 35.2986145 160.0244751
1574185954.985790 25.5994644 34.9905167 159.7300873
1574185955.185770 25.7075500 34.7140160 159.6691589
1574185955.385769 25.8134308 34.4287643 159.3583069
1574185955.585771 25.9290485 34.1439362 159.1991119
1574185955.785771 26.0419197 33.8535652 158.9439392
1574185956.019151 26.1693134 33.5328369 158.7183380
1574185956.219163 26.2780418 33.2583313 158.4268188
1574185956.452530 26.4082603 32.9343872 158.0695953
1574185956.685925 26.5492573 32.5917091 157.4858551
1574185956.919155 26.6922321 32.2541962 156.9544067
1574185957.152530 26.7975254 31.9980545 156.9573669
1574185957.419284 26.9935532 31.5853863 156.4254303
1574185957.652530 27.1422081 31.2556858 156.3469849
1574185957.885911 27.2489033 31.0101833 156.2551270
1574185958.119283 27.4064388 30.6410217 156.0445557
1574185958.352664 27.5609341 30.2875519 155.7582855
1574185958.585938 27.7113533 29.9532776 155.6009979
1574185958.819285 27.8580360 29.6264076 155.3818512
1574185959.052664 28.0118675 29.2953320 155.2528839
1574185959.286039 28.1626854 28.9634399 155.0145569
1574185959.519435 28.3062153 28.6425896 154.7976990
1574185959.719419 28.4380226 28.3565598 154.6529388
1574185959.952672 28.5853386 28.0313301 154.4025879
1574185960.186044 28.7328205 27.7113037 154.1998138
1574185960.419418 28.8903942 27.3778458 153.9681854
1574185960.652796 29.0461540 27.0698318 153.7385254
1574185960.886046 29.1937675 26.7491188 153.4488220
1574185961.119425 29.3479443 26.4262695 153.1215363
1574185961.319455 29.4759178 26.1450520 152.8394928
1574185961.552832 29.6208572 25.8392220 152.4607849
1574185961.752799 29.7418270 25.5678558 151.8779907
1574185961.986196 29.8917427 25.2616959 151.2400665
1574185962.219552 30.0369987 24.9562950 150.3916016
1574185962.419555 30.1865845 24.6794701 149.8714447
1574185962.652933 30.3624935 24.3665657 149.4938507
1574185962.886182 30.5326691 24.0927925 149.3518677
1574185963.119554 30.7164879 23.7846279 149.2367096
1574185963.352934 30.8856564 23.5099163 149.1632233
1574185963.552935 31.0405407 23.2455635 149.0350342
1574185963.819563 31.2181644 22.9613552 149.0395050
1574185964.086310 31.4018230 22.6539555 148.9562988
1574185964.286312 31.5680885 22.3700905 148.9360504
1574185964.519691 31.7229004 22.1054554 148.8073273
1574185964.719689 31.8811226 21.9388733 149.1023865
1574185965.153068 32.1794205 21.4797115 149.1065216
1574185965.419692 32.5507851 20.9163399 149.8078308
1574185965.619692 32.5654221 20.7361984 148.6576691
1574185965.819696 32.7340393 20.4869785 148.7071686
1574185966.053083 32.8940315 20.2091217 148.2621460
1574185966.286471 33.0713463 20.0162640 148.0581970
1574185966.519698 33.3044853 19.6221733 147.8157501
1574185966.719850 33.4846077 19.3691769 147.5403442
1574185966.953111 33.6799278 19.0954800 147.0881958
1574185967.186453 33.8725548 18.8281898 146.6668091
1574185967.386476 34.0592079 18.5881729 146.4219818
1574185967.653200 34.2737656 18.3041191 146.0939636
1574185967.886478 34.4652176 18.0332108 145.7534790
1574185968.119832 34.6697006 17.7622986 145.4950562
1574185968.353209 34.8880539 17.4747009 145.1212769
1574185968.586584 35.0865593 17.2294159 144.8411407
1574185968.786584 35.3019676 16.9324913 144.7108612
1574185969.019958 35.5138245 16.6613102 144.3428802
1574185969.253213 35.7253532 16.3985710 144.1278229
1574185969.453211 35.9173203 16.1644115 143.9527893
1574185969.686588 36.1347923 15.8944187 143.7687683
1574185969.886613 36.3259697 15.6493950 143.5595856
1574185970.119972 36.5340347 15.3756342 143.4298096
1574185970.353341 36.7481995 15.0887737 143.6005554
1574185970.586739 36.9532700 14.7921286 143.8852692
1574185970.853342 37.1401825 14.4628935 144.6549683
1574185971.086722 37.3008347 14.1433964 145.7593842
1574185971.320102 37.4331474 13.8142719 147.0142975
1574185971.553372 37.5331345 13.5192852 148.8749695
1574185971.786727 37.6055984 13.2419710 151.3439026
1574185972.020099 37.6400375 12.8470516 154.0455170
1574185972.253480 37.6330490 12.5065517 157.1285553
1574185972.486726 37.6079826 12.1755686 160.4431763
1574185972.720106 37.5365639 11.7913637 163.1913605
1574185972.953502 37.4422836 11.4201021 166.1164093
1574185973.186853 37.3502007 11.0400429 169.1711426
1574185973.420102 37.2279549 10.6818256 172.1296234
1574185973.686856 37.0783310 10.3084135 175.4683990
1574185973.886859 36.9672661 10.0215607 178.0563049
1574185974.120236 36.8073959 9.6900558 -179.3122559
1574185974.353508 36.6499100 9.3491926 -175.8876495
1574185974.620239 36.4655724 9.0050945 -172.0556946
1574185974.853613 36.2652016 8.7200594 -168.7629852
1574185975.086863 36.0539818 8.4418602 -165.7168274
1574185975.320239 35.8245811 8.1653833 -162.7803955
1574185975.553637 35.5852852 7.8962803 -159.8973694
1574185975.786992 35.3486137 7.6476383 -157.1134033
1574185975.986991 35.1317368 7.4365349 -154.8468933
1574185976.220391 34.9190750 7.2184706 -152.0847321
1574185976.453620 34.6702576 7.0030298 -149.6028595
1574185976.686995 34.4082184 6.7775812 -147.4269409
1574185976.886995 34.1872749 6.5741653 -145.7091217
1574185977.087034 33.9695206 6.3850765 -144.1058807
1574185977.320378 33.7329102 6.1503611 -142.3770447
1574185977.553774 33.4769859 5.9171257 -140.9369507
1574185977.753750 33.2473030 5.7022886 -139.8154602
1574185977.987151 32.9922485 5.4555740 -138.7589417
1574185978.187129 32.7695999 5.2363892 -137.9118652
1574185978.387128 32.5394897 5.0202093 -137.2226562
1574185978.620506 32.2978058 4.7852192 -136.5050659
1574185978.820507 32.0703506 4.5580959 -135.9674988
1574185979.020507 31.8533707 4.3411808 -135.5783844
1574185979.220506 31.6380711 4.1203375 -135.3802185
1574185979.487134 31.4229374 3.8977909 -135.1988525
1574185979.687135 31.2171326 3.6781330 -135.0125275
1574185979.920533 31.0002441 3.4586706 -134.8792419
1574185980.153888 30.8117752 3.2236471 -134.7596283
1574185980.387263 30.6073494 3.0026903 -134.5929565
1574185980.587266 30.3936577 2.7752342 -134.4251556
1574185980.820518 30.1805115 2.5287857 -134.1976929
1574185981.020642 29.9660416 2.2960215 -133.9774780
1574185981.253891 29.7362633 2.0605536 -133.8449249
1574185981.487270 29.5004158 1.8073492 -133.5802460
1574185981.720645 29.2630157 1.5378904 -133.2980499
1574185981.954044 29.0319138 1.2767439 -133.0297089
1574185982.187274 28.7979145 1.0247917 -132.7205353
1574185982.420646 28.5437717 0.7772160 -132.5474548
1574185982.654037 28.2926979 0.5238447 -132.3712616
1574185982.887398 28.0488434 0.2681494 -132.0955048
1574185983.120705 27.7930794 0.0236225 -131.8677216
1574185983.354027 27.5293179 -0.2439508 -131.5807648
1574185983.587402 27.2682972 -0.5054293 -131.2965546
1574185983.820781 27.0201931 -0.7748308 -130.7653503
1574185984.020778 26.7964592 -1.0109930 -130.3864136
1574185984.220778 26.5762253 -1.2327528 -129.9915771
1574185984.454168 26.3324699 -1.4776897 -129.6122589
1574185984.687408 26.0808372 -1.7087917 -129.3700256
1574185984.920783 25.8298168 -1.9415197 -129.1969757
1574185985.120790 25.5836010 -2.1495829 -129.0212860
1574185985.387537 25.3539696 -2.3634748 -128.7149658
1574185985.654161 25.0899830 -2.6044025 -128.5456848
1574185985.887538 24.8344173 -2.8490696 -128.0014648
1574185986.120916 24.5655479 -3.1272707 -127.4575882
1574185986.354173 24.2630825 -3.4044943 -126.9705276
1574185986.587565 23.9608459 -3.6957064 -126.5873718
1574185986.820929 23.6896687 -3.9864702 -125.9846039
1574185987.054295 23.3942070 -4.2462606 -125.7764435
1574185987.287571 23.1121674 -4.4999294 -125.2024307
1574185987.520920 22.8004398 -4.7452679 -124.9535980
1574185987.754296 22.5121593 -4.9983168 -124.3527985
1574185988.020925 22.2294121 -5.2128468 -123.9419861
1574185988.254300 21.9009666 -5.4612751 -123.5675964
1574185988.487677 21.5815964 -5.7451315 -122.8347626
1574185988.687714 21.2807045 -5.9745803 -122.3170700
1574185988.954431 20.9358692 -6.2461734 -122.0100327
1574185989.154432 20.6327705 -6.4869828 -121.5341492
1574185989.387680 20.3400517 -6.7324476 -120.9211731
1574185989.621055 20.0458946 -7.0056057 -120.1402664
1574185989.854431 19.7429543 -7.2740588 -119.4621735
1574185990.054436 19.4674797 -7.4118257 -120.2256241
1574185990.287808 19.2037525 -7.6459765 -121.1581573
1574185990.487808 18.8375282 -7.8835125 -121.7998352
1574185990.687809 18.5313034 -8.0902014 -121.8019180
1574185990.921188 18.1852875 -8.3107672 -121.6770859
1574185991.121192 17.8707485 -8.5023727 -121.5973282
1574185991.354566 17.5205688 -8.7204800 -121.5023346
1574185991.554566 17.2054005 -8.9111385 -121.3992157
1574185991.787819 16.8735409 -9.1232986 -121.2732086
1574185992.021196 16.5165005 -9.3316278 -121.1962509
1574185992.221195 16.1933384 -9.5291653 -121.0972519
1574185992.421229 15.9027805 -9.7089119 -120.9997177
1574185992.654569 15.6419792 -9.8342457 -120.9968185
1574185992.887946 15.2339973 -10.0956774 -120.8561020
1574185993.087949 14.9293633 -10.2862005 -120.7255402
1574185993.321321 14.5650730 -10.4975271 -120.5313797
1574185993.554573 14.1923618 -10.7186241 -120.3631744
1574185993.754700 13.8893986 -10.8951836 -120.2418823
1574185993.987996 13.5567732 -11.0964785 -120.0848083
1574185994.221326 13.2106876 -11.2877674 -119.9701843
1574185994.454708 12.8686066 -11.4839373 -119.8777237
1574185994.688086 12.5404167 -11.6365881 -119.8348999
1574185994.921333 12.1923294 -11.8216839 -119.8112793
1574185995.188082 11.8000298 -12.0409431 -119.8307800
1574185995.388089 11.4568119 -12.2400837 -119.7140884
1574185995.621458 11.1159678 -12.3984413 -119.7613068
1574185995.854708 10.7870598 -12.5663280 -119.7174377
1574185996.088086 10.4960728 -12.7289371 -119.7553940
1574185996.321461 10.1809444 -12.9075890 -119.6403427
1574185996.554837 9.8033543 -13.1246319 -119.5178452
1574185996.788103 9.4121304 -13.3457670 -119.4517517
1574185996.988216 9.0696392 -13.5384464 -119.4649887
1574185997.221477 8.7003918 -13.7521763 -119.3472443
1574185997.454844 8.3129644 -13.9704332 -119.3083115
1574185997.688217 7.9344192 -14.1773691 -119.3483200
1574185997.921594 7.5948453 -14.3365240 -119.4336472
1574185998.154847 7.3361750 -14.4461374 -119.7285156
1574185998.354844 6.5907412 -14.8411980 -119.5884476
1574185998.588247 6.4705296 -15.0007648 -119.0287781
1574185998.854977 6.0225425 -15.2243500 -119.2119980
1574185999.054977 5.7614937 -15.4122391 -118.7384338
1574185999.288354 5.4233489 -15.5779657 -118.7635269
1574185999.488373 5.1283236 -15.7354450 -118.5731888
1574185999.721603 4.8812404 -15.8090134 -118.4226990
1574185999.888381 4.6520720 -15.8754292 -118.2332916
1574186000.155006 4.4418001 -15.9081936 -117.8305588
1574186000.388354 4.2461128 -15.9516296 -116.9985657
1574186000.621730 4.0637178 -16.0170517 -115.7083435
1574186000.821733 3.8728292 -16.0451546 -114.4724426
1574186001.088365 3.5681534 -16.1308670 -112.2236481
1574186001.355110 3.3520677 -16.0977898 -110.0490341
1574186001.588482 3.0993185 -16.2816601 -106.8683472
1574186001.821761 2.8525379 -16.0375118 -105.6864243
1574186002.055113 2.5553336 -16.0591393 -102.5137863
1574186002.288488 2.3063772 -16.0203590 -99.1320648
1574186002.521863 2.1308775 -15.9080915 -95.8684387
1574186002.721867 1.9053105 -15.7750683 -92.9332199
1574186002.955122 1.5488460 -15.7060347 -88.6387100
1574186003.188502 1.2889037 -15.5315037 -84.7528381
1574186003.388495 1.0442894 -15.3157768 -81.6134415
1574186003.588494 0.8298166 -15.0856094 -78.3047485
1574186003.788495 0.6221180 -14.8407097 -74.6944427
1574186003.988621 0.4384670 -14.5786247 -70.8371277
1574186004.188621 0.2692480 -14.2911425 -66.8329697
1574186004.421913 0.1475301 -14.0217247 -62.0637131
1574186004.621874 0.0280623 -13.6923962 -58.5250778
1574186004.855301 -0.0893621 -13.3418999 -54.5432625
1574186005.022025 -0.2048907 -13.0516415 -51.7195625
1574186005.222007 -0.2612162 -12.7034235 -48.9713821
1574186005.455251 -0.3169255 -12.3383102 -45.3662262
1574186005.655379 -0.3760309 -12.0361633 -41.7129135
1574186005.855383 -0.4098935 -11.7257948 -38.2988358
1574186006.055380 -0.4426341 -11.4109230 -34.7611694
1574186006.222025 -0.4633627 -11.1087914 -32.1276970
1574186006.455384 -0.4783697 -10.8089914 -28.5984440
1574186006.688759 -0.5087168 -10.5106850 -25.2369080
1574186006.888763 -0.5132768 -10.1873579 -22.6890717
1574186007.088762 -0.5172887 -9.8608885 -20.2008495
1574186007.322139 -0.5268354 -9.5297966 -17.3626366
1574186007.522147 -0.5150759 -9.1945496 -15.2171640
1574186007.755385 -0.5008200 -8.8346443 -12.7384071
1574186007.955516 -0.4725320 -8.5108671 -10.7452774
1574186008.155517 -0.4390061 -8.2010298 -8.8460016
1574186008.388791 -0.3894701 -7.8453526 -6.7297626
1574186008.622151 -0.3442936 -7.4969177 -4.6514764
1574186008.888894 -0.2822205 -7.0863867 -2.6945698
1574186009.122145 -0.2333530 -6.7168689 -1.3206720
1574186009.322147 -0.1906942 -6.3973584 -0.3095086
1574186009.555535 -0.1491081 -6.0295944 0.7010509
1574186009.788898 -0.1128393 -5.6556330 1.4463109
1574186010.022274 -0.0815346 -5.2814336 1.9911675
1574186010.222273 -0.0564406 -4.9752808 2.3404529
1574186010.622276 -0.0096590 -4.3829117 2.8243649
1574186010.855652 0.0177266 -4.0560641 2.9914041
1574186011.055656 0.0361962 -3.7763889 3.0792477
1574186011.289031 0.0585936 -3.4586408 3.1342063
1574186011.522283 0.0745011 -3.1391814 3.1429310
1574186011.955679 0.1015818 -2.5691266 2.9677570
1574186012.189070 0.1144728 -2.2787275 2.8202438
1574186012.622414 0.1377568 -1.7792637 2.6153972
1574186012.889039 0.1425203 -1.5156883 2.5540881
1574186013.322416 0.1579027 -1.1387249 2.4266260
1574186013.789169 0.1695117 -0.8203569 2.3418436
1574186017.822685 0.1999321 -0.3481825 2.0204868
1574186018.256070 0.1920887 -0.0422279 2.0576611
1574186018.722690 0.2051351 0.3870660 2.1084969
1574186020.656199 0.2856058 2.7554421 1.3370830
1574186021.956203 0.2759369 3.1137567 0.8425103
1574186022.256333 0.2563396 3.2875545 0.8350892
1574186071.192427 0.0000000 0.0000000 0.0000000
